id;var2;LIST2008;LIST2009;LIST2010;var1;LIST2011;var0;LIST2012;IMG;tipomattess;BARCODE;codice;DESCRIZIONE;codcli;DESCRIZIONE IN INGLESE;COLOUR ;FABRICGLASS;dimCm.;VolM3;pzximb;imballoCm;for2012usd;fob2012eur; 30cbm ; 68cbm ;qxc;;Trasp.;DAZI USD;list2011calc;compreso2011;pesoKg;pesoimgKg;FORNITORE;fob2008USD;fob2009USD;fob2009EUR;fob2010USD;fob2010EUR;inctrasp
190;25,4;464,5;464,5;548,1;-5,91;582,5;-3,83;605,7;;ALLUMINIO + TEAK ;;47724;TAVOLO RETTANGOLARE NINFEA COLOR ANTRACITE 152X96XH72;YQT026B-AW teak table;;ANTRCITE;;152x96x72 ;0,11;1;153x97x7,5 cm;145,8;107,21;;;446;;13,45;;605,71;120,66;17;19;YONGQING; ;;91;135,9;97,07;11,15
191;13,43;378,3;400,7;434,5;-4,4;454,5;-3,77;472,3;;ALLUMINIO + TEAK + VETRO TEMPRATO ;;61000;TAVOLO RETTANGOLARE ORCHIDEA 152X96X72H;YQT0610-AW;;ARGENTO;;152x96x72 ;0,12;1;154x98x8;123,8;91,03;;;446;;13,45;;472,26;104,48;18;20;YONGQING;;;83;117,6;84;12,88
192;14,59;104,7;111;121,1;-4,8;127,2;-3,2;131,4;;ALLUMINIO + TECNO RATTAN + TEAK ;;30500;POLTRONA ORCHIDEA;YQC0305B-AR;;ARGENTO;;65x55x93 ;1,073;20;75x65x220;25,3;18,6;;;880;;6,82;;131,43;25,42;4;87;YONGQING;;;17;24;17,14;26,82
193;12,57;82,5;86,7;93;-4,71;97,6;-3,27;100,9;;ALLUMINIO + TXT;;47684; SEDIA ERICA COLOR ARGENTO;YQTC0314;CHAIR;AKZO-Nobel outdoor coating,Silver(EW035Z) with two coating, the second coating is transparent polyesther painting.;BLACK 8X8 FABRIC STAINLESS STEEL SCREWS;57x60,5x88 ;0,978;25;65x70x215;19,8;14,56;;;1125;;5,33;;100,85;19,89;2,9;80;YONGQING;;;13,2;18,8;13,43;26,81
194;12,57;82,5;86,7;93;-4,71;97,6;-3,27;100,9;;ALLUMINIO + TXT;;47685;SEDIA ERICA COLORE ANTRACITE;YQTC0314;CHAIR;AKZO-Nobel outdoor coating,anthracite (HJ800I) with two coating, the second coating is transparent polyesther painting.;T4 8X8 FABRIC STAINLESS STEEL SCREWS;57x60,5x88 ;0,978;25;65x70x215;19,8;14,56;;;1125;;5,33;;100,85;19,89;2,9;80;YONGQING;;;13,2;18,8;13,43;26,81
195;7,32;230,5;244,4;249,1;-5,03;262,3;-2,92;270,2;;ALLUMINIO VERNICIATO ANTRACITE TELA TXT IMB.ECRU';;47682;LETTINO ERICA;YQTC0411A;;;;187x67x55;3,064;16;190x75x215;50,8;37,35;;;320;;18,75;;270,25;56,1;7,15;122;YONGQING;;;34;48,2;34,43;33,42
196;;266,7;;;-100;102,2;0;102,2;;ALLUMINIO + VETRO TEMPRATO ;;30600;TAVOLO ERICA 182X106X72H;YQT0306W-6038;;;;182x106x72;0,238;1;184x108x12;;0;;;273;;21,98;;102,2;21,98;;;YONGQING;42,5;;??;;0;100
197;-79,36;240;141,5;155,9;433,9;29,2;0;29,2;;ALLUMINIO + VETRO TEMPRATO ;;47690;TAVOLO QUADRO ERICA COLORE ARGENTO 82X82X73H;YQT0501W-3232;TABLE;AKZO-Nobel outdoor coating,Silver(EW035Z) with two coating, the second coating is transparent polyesther painting.;FROSTED GLASS;82x82x73 ;0,052;1;86x7x86;;0;;;1064;;5,64;;29,15;5,64;9,7;11;YONGQING;;;22,22;29,2;20,86;100
198;-79,36;240;141,5;155,9;433,9;29,2;0;29,2;;ALLUMINIO + VETRO TEMPRATO ;;47691;TAVOLO QUADRO ERICA COLORE ANTRACITE 81X81X73H;YQT0501W-3232;TABLE;AKZO-Nobel outdoor coating,anthracite (HJ800I) with two coating, the second coating is transparent polyesther painting.;DARK GLASS;81x81x73 ;0,052;1;86x7x86;;0;;;1064;;5,64;;29,15;5,64;9,7;11;YONGQING;;;22,22;35;25;100
199;-78,69;255;267,9;267,9;369,18;57,1;0;57,1;;ALLUMINIO + VETRO TEMPRATO ;;47695;TAVOLO RETTANGOLARE ERICA COLORE ARGENTO 152X96X73H;YQT0501W-6038;TABLE;AKZO-Nobel outdoor coating,Silver(EW035Z) with two coating, the second coating is transparent polyesther painting.;FROSTED GLASS;152x96x73 ;0,114;1;155x7,5x98;;0;;;510;;11,76;;57,06;11,76;17,5;20;YONGQING;;;63;37,5;26,79;100
200;-78,69;255;267,9;267,9;369,18;57,1;0;57,1;;ALLUMINIO + VETRO TEMPRATO ;;47696;TAVOLO RETTANGOLARE ERICA COLORE ANTRACITE 152X96X73H;YQT0501W-6038;TABLE;AKZO-Nobel outdoor coating,anthracite (HJ800I) with two coating, the second coating is transparent polyesther painting.;DARK GLASS;152x96x73 ;0,114;1;155x7,5x98;;0;;;510;;11,76;;57,06;11,76;17,5;20;YONGQING;;;63;45,8;32,71;100
201;15,69;123,6;130;143,5;-4,59;150,4;-3,47;155,8;;ALLUMINIO + TEAK + TXT ;;47634;SEDIA GARDENIA COLOR ARGENTO;YQTC0510B;SLING CHAIR;AKZO-Nobel outdoor coating,Silver(EW035Z) with two coating, the second coating is transparent polyesther painting.;Black - 8 X 8 fabric. Stainless steel screws;69x61x99;1,202;20;78x70x220;32,65;24,01;;;960;;6,25;;155,83;30,26;4,5;92;YONGQING;;;21,8;31;22,14;20,66
202;15,69;123,6;130;143,5;-4,59;150,4;-3,47;155,8;;ALLUMINIO + TEAK + TXT ;;47635;SEDIA GARDENIA COLOR ANTRACITE;YQTC0510B;SLING CHAIR;AKZO-Nobel outdoor coating,anthracite (HJ800I) with two coating, the second coating is transparent polyesther painting.;T4 - 8 X 8 Fabric Stainless steel screws;69x61x99;1,202;20;78x70x220;32,65;24,01;;;960;;6,25;;155,83;30,26;4,5;92;YONGQING;;;21,8;31;22,14;20,66
203;15,69;123,6;130;143,5;-4,59;150,4;-3,47;155,8;;ALLUMINIO + TEAK + TXT ;;47636; SEDIA GARDENIA COLOR BIANCO;YQTC0510B;SLING CHAIR;AKZO-Nobel outdoor coating,white (JA065Z) with two coating, the second coating is transparent polyesther painting.;White 8 X 8 fabric. Stainless steel screws;69x61x99;1,202;20;78x70x220;32,65;24,01;;;960;;6,25;;155,83;30,26;4,5;92;YONGQING;;;21,8;31;22,14;20,66
204;-87,49;463,1;491;532,5;767,26;61,4;-89,73;597,9;;ALLUMINIO + TEAK ;;47732;TAVOLO RETTANGOLARE GARDENIA COLOR ARGENTO 153X97XH72;YQT0306W-6038;;ARGENTO;;153x97x72 ;0,114;1;155x98x7,5 ;142,5;104,78;;;500;;12;;597,91;116,78;15;17;YONGQING;;;85,5;130,5;93,21;10,28
205;-87,58;0;447,7;51,9;-6,65;55,6;0;55,6;;ALLUMINIO + TEAK ;;47780;TAVOLO RETTANGOLARE PRIMULA COLOR ANTRACITE 152X96X73;YQT0501W-6038;;ANTRACITE;;153x96x73 ;0,114;1;155x98x7,5;;0;;;500;;12;;55,56;12;15;17;YONGQING;;;85,5;;0;100
206;-87,58;0;447,7;51,9;-6,65;55,6;0;55,6;;ALLUMINIO + TEAK ;;47781;TAVOLO RETTANGOLARE PRIMULA COLOR BIANCO 152X96X73;YQT0501W-6038;;BIANCO;;153x96x73 ;0,114;1;155x98x7,5;;0;;;500;;12;;55,56;12;15;17;YONGQING;;;85,5;;0;100
207;-90,22;322,4;296,5;27,1;-6,55;29;0;29;;ALLUMINIO + TEAK ;;47730;TAVOLO QUADRO PRIMULA COLOR ARGENTO 82X82XH73;YQT0501W-3232;;ARGENTO;;82x82x73 ;0,052;1;86x7x86;;0;;;1064;;5,64;;29,04;5,64;9;10,5;YONGQING;;;52,3;;0;100
208;;421,5;;84,9;-6,6;90,9;0;90,9;;ALLUMINIO + TEAK;;47674;LETTINO PRIMULA;YQC0411-AW;;ARGENTO FUORI PRODUZIONE;;;;1;????;;0;;;320;;18,75;;90,94;18,75;;;YONGQING;86,5;;??;;0;100
209;19,98;726,9;794,6;929;-2,56;953,4;-4;993,1;;ALLUMINIO + TEAK ;;62000;TAVOLO RETTANGOLARE PRIMULA COLOR AGRENTO, ALLUNGABILE 150/210X89XH77;YQT0620 152/210*89;TEAK EXTENSION TABLE;AKZO-Nobel international outdoor coating,silver (EW035Z) with two coating, the second coating is transparent polyesther painting.;TEAK HIGH QUALITY STAINLESS STEEL SCREWS;150/210x89x77 ;0,14;1;90x10x152 ;257,9;189,63;;;420;;14,29;;993,08;203,92;30,5;32;YONGQING;;;176;249,5;178,21;7,01
210;19,98;726,9;794,6;929;-2,56;953,4;-4;993,1;;ALLUMINIO + TEAK ;;62001;TAVOLO RETTANGOLARE PRIMULA COLOR ANTRACITE, ALLUNGABILE 150/210X89XH77;YQT0620 152/210*89;TEAK EXTENSION TABLE;AKZO-Nobel outdoor coating,anthracite (HJ800I) with two coating, the second coating is transparent polyesther painting.;TEAK HIGH QUALITY STAINLESS STEEL SCREWS AND NEW LEGS;150/210x89x77 ;0,14;1;90x10x152;257,9;189,63;;;420;;14,29;;993,08;203,92;30,5;32;YONGQING;;;176;249,5;178,21;7,01
211;19,98;726,9;794,6;929;-2,56;953,4;-4;993,1;;ALLUMINIO + TEAK ;;62002;TAVOLO RETTANGOLARE PRIMULA COLOR BIANCO, ALLUNGABILE 150/210X89XH77;YQT0620 152/210*89;TEAK EXTENSION TABLE;AKZO-Nobel outdoor coating,white (JA065Z) with two coating, the second coating is transparent polyesther painting.;TEAK HIGH QUALITY STAINLESS STEEL SCREWS AND NEW LEGS;150/210x89x77;0,14;1;90x10x152;257,9;189,63;;;420;;14,29;;993,08;203,92;30,5;32;YONGQING;;;176;249,5;178,21;7,01
212;7,48;132,3;140,3;143,9;-4,58;150,8;-3,52;156,3;;ALLUMINIO + TEAK ;;31400;SEDIA PRIMULA COLOR ARGENTO ;YQC0314-AW;TEAK CHAIR;AKZO-Nobel outdoor coating,silver (EW035Z) with two coating, the second coating is transparent polyesther painting.;TEAK HIGH QUALITY STAINLESS STEEL SCREWS AND NEW LEGS;59x59,5x88 ;0,973;20;66x67x200;35,6;26,18;;;960;;6,25;;156,3;32,43;4,2;88;YONGQING;;;23,8;33,8;24,14;19,27
213;-78,55;132,3;140,3;143,9;378,07;30,1;-80,74;156,3;;ALLUMINIO + TEAK ;;31401;SEDIA PRIMULA COLOR ANTRACITE;YQC0314-AW;TEAK CHAIR;AKZO-Nobel outdoor coating,anthracite (HJ800I) with two coating, the second coating is transparent polyesther painting.;TEAK HIGH QUALITY STAINLESS STEEL SCREWS AND NEW LEGS ;59x59,5x88 ;0,973;20;66x67x200;35,6;26,18;;;960;;6,25;;156,3;32,43;4,2;88;YONGQING;;;23,8;33,8;24,14;19,27
214;11,33;120;126,2;134,1;-4,56;140,5;-3,57;145,7;;ALLUMINIO VERNIC.BIANCO;;47628;SEDIA BUCANEVE COLORE BIANCO;YQC0314-AS;ALUM-STRIPE CHAIR;AKZO-Nobel outdoor coating,white (JA065Z) with two coating, the second coating is transparent polyesther painting.;;56x59x87 ;0,951;25;66x67x215;29,3;21,54;;;1125;;5,33;;145,68;26,88;3,4;89;YONGQING;;;19,6;27,8;19,86;19,84
215;11,33;120;126,2;134,1;-4,56;140,5;-3,57;145,7;;ALLUMINIO VERNIC.BIANCO;;47627;SEDIA BUCANEVE COLORE ARGENTO;YQC0314-AS;ALUM-STRIPE CHAIR;AKZO-Nobel outdoor coating,Silver(EW035Z) with two coating, the second coating is transparent polyesther painting.;;56x59x87 ;0,951;25;66x67x215;29,3;21,54;;;1125;;5,33;;145,68;26,88;3,4;89;YONGQING;;;19,6;27,8;19,86;19,84
216;11,33;120;126,2;134,1;-4,56;140,5;-3,57;145,7;;ALLUMINIO VERNIC.BIANCO;;47629;SEDIA BUCANEVE COLORE ANTRACITE;YQC0314-AS;ALUM-STRIPE CHAIR;AKZO-Nobel outdoor coating,anthracite (HJ800I) with two coating, the second coating is transparent polyesther painting.;;56x59x87 ;0,951;25;66x67x215;29,3;21,54;;;1125;;5,33;;145,68;26,88;3,4;89;YONGQING;;;19,6;27,8;19,86;19,84
217;14,05;254,6;267,6;292,1;-4,29;305,2;-3,78;317,2;;ALLUMINIO VERNIC.BIANCO;;47740;TAVOLO QUADRO BUCANEVE COLORE BIANCO 90X90XH72;YQT0501-AS 90*90cm ;ALUM-STRIPE TABLE;AKZO-Nobel outdoor coating,white (JA065Z) with two coating, the second coating is transparent polyesther painting.;;90x90x72 ;0,065;1;92x7,5x92;70;51,47;;;870;;6,9;;317,23;58,37;10;11;YONGQING;;;47;66,5;47,5;11,82
218;14,05;254,6;267,6;292,1;-4,29;305,2;-3,78;317,2;;ALLUMINIO VERNIC.BIANCO;;47738;TAVOLO QUADRO BUCANEVE COLORE ARGENTO 90X90XH72;YQT0501-AS 90*90cm ;ALUM-STRIPE TABLE;AKZO-Nobel outdoor coating,Silver(EW035Z) with two coating, the second coating is transparent polyesther painting.;;90x90x72 ;0,065;1;92x7,5x92;70;51,47;;;870;;6,9;;317,23;58,37;10;11;YONGQING;;;47;66,5;47,5;11,82
219;14,05;254,6;267,6;292,1;-4,29;305,2;-3,78;317,2;;ALLUMINIO VERNIC.BIANCO;;47739;TAVOLO BUCANEVE QUADRO COLORE ANTRACITE 90X90XH72;YQT0501-AS 90*90cm ;ALUM-STRIPE TABLE;AKZO-Nobel outdoor coating,anthracite (HJ800I) with two coating, the second coating is transparent polyesther painting.;;90x90x72 ;0,065;1;92x7,5x92;70;51,47;;;870;;6,9;;317,23;58,37;10;11;YONGQING;;;47;66,5;47,5;11,82
220;12,69;336,4;353,7;388,6;-2,51;398,6;-3,79;414,3;;ALLUMINIO VERNIC.BIANCO;;47742;TAVOLO RETTANGOLARE BUCANEVE COLORE BIANCO 153X97XH72;YQT0501-AS 60*38 ;ALUM-STRIPE TABLE;AKZO-Nobel outdoor coating,white (JA065Z) with two coating, the second coating is transparent polyesther painting.;;153x97x72 ;0,116;1;155x7,5x100;92,2;67,79;;;540;;11,11;;414,25;78,91;11,2;12,5;YONGQING;;;63;89,5;63,93;14,08
221;12,69;336,4;353,7;388,6;-2,51;398,6;-3,79;414,3;;ALLUMINIO VERNIC.BIANCO;;47741;TAVOLO RETTANGOLARE BUCANEVE COLORE ARGENTO 153X97XH72;YQT0501-AS 60*38 ;ALUM-STRIPE TABLE;AKZO-Nobel outdoor coating,Silver(EW035Z) with two coating, the second coating is transparent polyesther painting.;;153x97x72 ;0,116;1;155x7,5x100;92,2;67,79;;;540;;11,11;;414,25;78,91;11,2;12,5;YONGQING;;;63;89,5;63,93;14,08
222;12,69;336,4;353,7;388,6;-2,51;398,6;-3,79;414,3;;ALLUMINIO VERNIC.BIANCO;;47743;TAVOLO RETTANGOLARE BUCANEVE COLORE ANTRACITE 153X97XH72;YQT0501-AS 60*38 ;ALUM-STRIPE TABLE;AKZO-Nobel outdoor coating,anthracite (HJ800I) with two coating, the second coating is transparent polyesther painting.;;153x97x72 ;0,116;1;155x7,5x100;92,2;67,79;;;540;;11,11;;414,25;78,91;11,2;12,5;YONGQING;;;63;89,5;63,93;14,08
223;10,93;98,3;103,4;109,1;-4,88;114,7;-3,29;118,6;;ALLUMINIO + TXT;;47618;SEDIA CICLAMINO COLOR ARGENTO IMPILABILE;YQTC0508B;SLING CHAIR;AKZO-Nobel outdoor coating,Silver(EW035Z) with two coating, the second coating is transparent polyesther painting.;Black - 8 X 8 fabric Stainless steel screws;48x62x90;0,863;20;56x70x220;22,5;16,54;;;900;;6,67;;118,61;23,21;3;64;YONGQING;;;15;21,3;15,21;28,72
224;-82,92;305,1;315;346,4;543,87;53,8;0;53,8;;ALLUMINIO + VETRO TEMPRATO ;;47736;TAVOLO CICLAMINO COLOR ARGENTO ALLUNGABILE 90/180X90XH72;YQT0305-90*90 glass??;EXTENSION TABLE - 90X90;AKZO-Nobel outdoor coating,Silver(EW035Z) with two coating, the second coating is transparent polyesther painting.;MARBLE GLASS STAINLESS STEEL SCREWS;90/180x90x72 ;0,091;1;93x10,5x93;;0;;;560;;10,71;;53,79;10,71;26;28;YONGQING;;;57;83;59,29;100
225;-82,92;305,1;315;346,4;543,87;53,8;0;53,8;;;;70124;TAVOLO CICLAMINO ALLUNGABILE COLOR ANTRACITE 90/180X90XH72 ;YQT0305-90*90 glass??;EXTENSION TABLE - 90X90;AKZO-Nobel outdoor coating,anthracite (HJ800I) with two coating, the second coating is transparent polyesther painting.;DARK GLASS STAINLESS STEEL SCREWS;90/180x90x72 ;0,091;1;93x10,5x93;;0;;;560;;10,71;;53,79;10,71;;;YONGQING;;;57;83;59,29;100
226;-83,08;305,1;315;346,4;549,91;53,3;0;53,3;;;;70120;TAVOLO CICLAMINO ALLUNGABILE COLOR ARGENTO 90/180X90XH72 ;YQT0305-90*90 glass??;EXTENSION TABLE - 90X90;AKZO-Nobel outdoor coating,Silver(EW035Z) with two coating, the second coating is transparent polyesther painting.;FROSTED GLASS STAINLESS STEEL SCREWS;90/180x90x72 ;0,091;1;93x10,5x93;;0;;;560;;10,71;;53,25;10,71;;;YONGQING;;;51;73;52,14;100
227;-80,52;369,9;386,5;434,3;476,76;75,3;0;75,3;;;;70104;TAVOLO CICLAMINO COLOR ANTRACITE VETRO SCURO 135/270X90XH72;YQT0305-135*90 glass;EXTENSION TABLE - 135X90;AKZO-Nobel outdoor coating,anthracite (HJ800I) with two coating, the second coating is transparent polyesther painting.;DARK GLASS STAINLESS STEEL SCREWS;135/270x90x72 ;0,091;1;138x10.5x93;;0;;;400;;15;;75,3;15;;;YONGQING;;;62;102;72,86;100
228;-80,52;369,9;386,5;434,3;476,76;75,3;0;75,3;;ALLUMINIO + VETRO TEMPRATO ;;70100;TAVOLO CICLAMINO COLOR ARGENTO 135/270X90XH72;YQT0305-135*90 glass ;EXTENSION TABLE - 135X90;AKZO-Nobel outdoor coating,Silver(EW035Z) with two coating, the second coating is transparent polyesther painting.;FROSTED GLASS STAINLESS STEEL SCREWS;135/270x90x72 ;0,014;1;138x10.5x93;;0;;;400;;15;;75,3;15;38;41;YONGQING;;;72;87,9;62,79;100
229;20,4;118,6;118,6;136,3;-4,55;142,8;368,2;30,5;;ALLUMINIO + TECNO RATTAN ;;47624;SEDIA ALTEA;YQC0314-AR;;;;60x58x87,5 ;1,017;25;70x66x220;;0;;;1125;;5,33;;30,51;5,33;4,1;107;YONGQING;;;18,7;26,5;18,93;100
230;-67,85;76,2;76,2;76,2;211,02;24,5;0;24,5;;ALLUMINIO + TXT;;47610;SEDIA PEONIA;YQTC0617;;;;48x52,5x85 ;0,172;4;103x49x34;;0;;;900;;6,67;;24,47;6,67;2,5;11;YONGQING;;;13,75;19,5;13,93;100
231;18,12;59,3;62,9;70,5;-5,11;74,3;-2,88;76,5;;ACCIAIO VERNIC. + TECNO RATTAN;;41700;SEDIA GELSOMINO COLOR CAPPUCCINO PIEGHEVOLE;YQC0417-IR;FOLDABLE WICKER CHAIR;AKZO-Nobel outdoor coating, Black (CX206Z) with two coating, the second coating is transparent polyesther painting.;4002 WICKER;55x46x85,5 ;0,081;2;102x17x46,5;14,95;10,99;;;1100;;5,45;;76,48;16,45;5,1;12;YONGQING;;;10;14,2;10,14;33,16
232;-60,69;76,9;87;;-100;34,2;0;34,2;;ACCIAIO VERNIC. + TECNO RATTAN;;41800;TAVOLO GELSOMINO PIEGHEVOLE d. 65XH73;YQT0418-IR;;CHIARO;;65x73 ;0,068;1;97x11x63,5;;0;;;780;;7,69;;34,15;7,69;6,3;7,4;YONGQING;;;12,5;17,8;12,71;100
233;13,46;76,9;81,7;87,9;-5,18;92,7;-2,93;95,5;;ACCIAIO VERNIC. + TECNO RATTAN;;41801;TAVOLO TONDO GELSOMINO COLOR CAPPUCCINO PIEGHEVOLE d. 65XH73;YQT0418-IR;FOLDABLE WICKER TABLE;AKZO-Nobel outdoor coating, Black (CX206Z) with two coating, the second coating is transparent polyesther painting.;4002 WICKER;65x73 ;0,068;1;97x11x63,5;18,8;13,82;;;780;;7,69;;95,53;21,52;6,3;7,4;YONGQING;;;12,5;17,8;12,71;35,75
234;22,48;160,5;168,6;191,3;-7,36;206,5;-3,32;213,6;;ACCIAIO VERNIC. + TECNO RATTAN;;41300;TAVOLO TONDO MIRTO d. 83XH72;YQT0413-IR ROUND TABLE;WICKER TABLE;AKZO-Nobel outdoor coating, Black (CX206Z) with two coating, the second coating is transparent polyesther painting.;4002 WICKER;83x72 ;0,104;1;84x84x14;43,2;31,76;;;570;;10,53;;213,57;42,29;12,5;14;YONGQING;;;28;39,5;28,21;24,89
235;16,37;89,5;94,1;104,2;-4,84;109,5;-3,18;113,1;;ACCIAIO VERNIC. + TECNO RATTAN;;10100;SEDIA MIRTO COLOR CAPPUCCINO;YQC101-IR;WICKER CHAIR;AKZO-Nobel outdoor coating, Black (CX206Z) with two coating, the second coating is transparent polyesther painting.;4002 WICKER;66x60x89 ;1,144;16;76x70x215;25,4;18,68;;;832;;7,21;;113,13;25,89;10,5;178;YONGQING;;;17;24,1;17,21;27,86
236;11,73;87;92,1;93;-9,62;102,9;-3,11;106,2;;ACCIAIO VERNIC. ;;47616;SEDIA CAMELIA COLOR CAPPUCCINO;YQC0605-IR;WICKER CHAIR;AKZO-Nobel outdoor coating, Black (CX206Z) with two coating, the second coating is transparent polyesther painting.;4002 WICKER;61x57,5x77 ;1,017;17;70x66x220;18,5;13,6;;;864;;6,94;;106,23;20,55;6,2;111;YONGQING;;;11,4;16,2;11,57;33,8
237;-6,06;79,5;84,2;84,2;6,45;79,1;-5,95;84,1;;ACCIAIO VERNIC. + TECNO RATTAN;;47708;TAVOLO TONDO CAMELIA COLOR CAPPUCCINO d. 64XH71;YQT017BR-24?AI ;COFFEE ROUND TABLE;AKZO-Nobel outdoor coating, Black (CX206Z) with two coating, the second coating is transparent polyesther painting.;4002 WICKER - TEMPERED GLASS;d. 60x71;0,033;1;73x7,5x66;16,5;12,5;;2061;1650;;3,64;0,5;84,05;16,13;8,47;9,68;YONGQING;12,5;;11,75;15,6;11,5;22,54
238;1,43;2824,9;3016;3016;-1,41;3059,2;-2;3121,5;;ACCIAIO + TECNO RATTAN ;;47310;SET SFERA COLOR ANTRACITE;CF28-GOLF;Wicker set 4 chairs + 1 table + pillows high qualiti - parts in stainless steel;AC02;REGULAR FABRIC PILLOW FABRIC: 15 WITH ZIPPER;110;1,3;1;106x106x115 ;673;494,85;;;40;;175;;3121,51;669,85;58;63;YATAI;534;740;500;650;464,29;26,13
239;3,73;728,3;775,6;775,6;-3,59;804,5;-2,87;828,3;;TECNO RATTAN ;;47320;POLTRONA MILOS COLOR NATURALE;CF02-SF601;Wicker single sofa with cushion and pillow high quality;BG01;PILLOW FABRIC: 15 WITH ZIPPER;97,5x85x81 ;0,66;1;97x84x81 cm;148;108,82;;103;101;;69,31;;828,31;178,13;12;14;YATAI;123;160;108,11;140;100;38,91
240;4,54;1336;1411,1;1411,1;-4,34;1475,1;-3,32;1525,7;;TECNO RATTAN ;;47326;DIVANO 2 POSTI MILOS COLOR NATURALE;CF02-SF602;Wicker double sofa with cushion and pillow high quality;BG01;PILLOW FABRIC: 15 WITH ZIPPER;164x83x79,5 ;1,14;1;166x85x81 cm;240;176,47;;60;59;;118,64;;1525,74;295,11;15;17;YATAI;236;255;172,3;225;160,71;40,2
241;4,81;1614,9;1741;1741;-4,59;1824,8;-3,21;1885,3;;TECNO RATTAN ;;47332; DIVANO 3 POSTI MILOS COLOR NATURALE;CF02-SF603;3 seater sofa with cushion and pillow high quality;BG01;PILLOW FABRIC: 15 WITH ZIPPER;227x83x79,5 ;1,58;1;229x85x81 cm;330;242,65;;43;43;;162,79;;1885,29;405,44;18;20;YATAI;257;297,5;;310;221,43;40,15
242;2,09;450,4;525,9;525,9;-2,05;536,9;-2,59;551,2;;TECNO RATTAN ;;47338;SOFA' MILOS COLOR NATURALE;CF02-FS601;Wicker ottoman with pillow high quality;BG01;PILLOW FABRIC: 15 WITH ZIPPER;88x77x44 ;0,33;1;90x79x46 cm;115;84,56;;206;206;;33,98;;551,21;118,54;10;12;YATAI;88;125;84,46;110;78,57;28,67
243;0,83;503,2;531,8;531,8;-0,82;536,2;-6,96;576,3;;TECNO RATTAN + VETRO TEMPERATO;;47344;TAVOLINO MILOS COLOR NATURALE CM 160X60X47,5 H;CF02-FS609;long tea table, aluminium frame with PE rattan with glass;BG01;TEMPERED FROSTED GLASS;106x60x47,5 ;0,35;1;108x62x49,5 88,5x43x40 ;88;66,65;;194;195;;35,9;2,64;576,3;102,54;8,5;11;YATAI;98;80,75;;78;57,6;35,01
244;3,73;728,3;775,6;775,6;-3,59;804,5;-2,87;828,3;;TECNO RATTAN ;;47321;POLTRONA MILOS COLOR ANTRACITE;CF02-SF601;Wicker single sofa with cushion and pillow high quality;BG03 Black;PILLOW FABRIC: 12 WITH ZIPPER;95,5x83x79,5 ;0,66;1;97x85x81 cm;148;108,82;;103;101;;69,31;;828,31;178,13;12;14;YATAI;123;136;;140;100;38,91
245;4,54;1336;1411,1;1411,1;-4,34;1475,1;-3,32;1525,7;;TECNO RATTAN ;;47327;DIVANO 2 POSTI MILOS COLOR ANTRACITE;CF02-SF602;Wicker double sofa with cushion and pillow high quality;BG03 Black;PILLOW FABRIC: 12 WITH ZIPPER;164x83x79,5 ;1,14;1;166x85x81 cm;240;176,47;;60;59;;118,64;;1525,74;295,11;15;17;YATAI;236;;164;225;160,71;40,2
246;4,81;1614,9;1741;1741;-4,59;1824,8;-3,21;1885,3;;TECNO RATTAN ;;47333;DIVANO 3 POSTI MILOS COLOR ANTRACITE;CF02-SF603;3 seater sofa with cushion and pillow high quality;BG03 Black;PILLOW FABRIC: 12 WITH ZIPPER;227x83x79,5 ;1,58;1;229x85x81 cm;330;242,65;;43;43;;162,79;;1885,29;405,44;18;20;YATAI;257;297,5;;310;221,43;40,15
247;2,09;450,4;525,9;531,8;-0,95;536,9;-2,59;551,2;;TECNO RATTAN + VETRO TEMPERATO;;47339;SOFA' MILOS COLOR ANTRACITE;CF02-FS601;Wicker ottoman with pillow high quality;BG03 Black;PILLOW FABRIC: 12 WITH ZIPPER;88x77x44 ;0,33;1;90x79x46 cm;115;84,56;;206;206;;33,98;;551,21;118,54;8,5;11;YATAI;88;;80;110;78,57;28,67
248;0,83;503,2;531,8;525,9;-1,92;536,2;-6,96;576,3;;TECNO RATTAN ;;47345;TAVOLINO MILOS COLOR ANTRACITE CM 160X60X47,5 H;CF02-FS609;long tea table, aluminium frame with PE rattan with glass;BG03 Black;TEMPERED FROSTED GLASS;106x60x47,5 ;0,35;1;108x62x49,5 88,5x43x40;88;66,65;;194;195;;35,9;2,64;576,3;102,54;10;12;YATAI;98;;61;78;57,6;35,01
249; ;;;;;1434,3;-17,59;1740,4;;;;47355;DIVANO 2 POSTI NAXOS COLOR NATURALE;CF26-7011;Two seaters sofwith cushion AND PILLOWwith zipper;AA01;PILLOW FABRIC: 15 WITH ZIPPER;190x95x69;1,32;1;192*97*71;308;226,47;;52;52;;134,62;;1740,43;361,09;28;32;YATAI;;;;;;37,28
250; ;;;;;541,8;246,86;156,2;;;;;;;;;;;;;;;0;;;216;;32,41;;156,2;32,41;;;;;;;;;100
251;6,93;318,6;345,1;345,1;-6,48;369;-3,18;381,1;;TECNO RATTAN + VETRO TEMPERATO;;47518;TAVOLINO SYROS COLOR ANTRACITE CM 81X48X55 H ;CF50-7141;Wicker table with tempered glass;AB02;TEMPERED CLEAR GLASS;81x48x55,5 cm;0,23;1;83x50x56 cm;77;58,32;;296;296;;23,65;2,31;381,14;81,96;8;9,5;YATAI;58,5;;51;73;53,79;28,85
